gene	rank
TRIM27.4	-0.7496
ACTA1	-0.7503
TBC1D1	-0.7507
USP44	-0.7527
ZNHIT3	-0.7527
NET1	-0.7534
LOC102724301	-0.7563
MEX3B	-0.7572
ZNF320	-0.7574
FGGY	-0.758
KLRK1	-0.7588
KLRD1	-0.7594
COPS3	-0.76
PPP1CC	-0.7609
SLBP	-0.7611
MBNL3	-0.7615
LTB4R2	-0.763
ADGRB3	-0.7634
DDX41	-0.7634
SCARNA12	-0.7635
CATSPER1	-0.764
SNHG6	-0.765
TTC1	-0.766
ADIPOQ	-0.7664
SNX14	-0.7667
ADCY6	-0.7667
LIPN	-0.7673
PJA1	-0.7677
MAPK8IP3	-0.7678
SLC49A3	-0.7683
IMMP1L	-0.7683
ZNF319	-0.7697
COA6	-0.7714
C19orf44	-0.7725
LOC107984285	-0.7727
KRT8P39	-0.7727
LOC401463	-0.7739
WWC2-AS2	-0.7739
WASIR2	-0.7741
ZNRF3	-0.7758
TMPRSS13	-0.7763
PRRC2A.4	-0.7775
QSOX2	-0.7783
ASGR1	-0.7792
RPL13AP5	-0.78
CACNA2D4	-0.7802
TNFRSF19	-0.7807
CDNF	-0.7808
TBCEL	-0.7811
AZIN2	-0.7812
AMFR	-0.7813
TOMM5	-0.7814
LAT2	-0.7819
COLCA2	-0.7819
FBXO22	-0.7821
LOC642929	-0.7824
KMT5A	-0.783
FCGRT	-0.7848
FLG-AS1	-0.7854
MSH5.3	-0.7855
MIR4664	-0.786
CLSTN2	-0.7861
MBOAT2	-0.7867
TRMT12	-0.7885
LINC02453	-0.7885
ANKRD46	-0.7889
ZSCAN5A	-0.7895
PLXNB1	-0.7896
PITPNM3	-0.7897
GS1-124K5.4	-0.79
C1orf229	-0.7907
CMAS	-0.7908
MICU1	-0.7913
THAP5	-0.7914
LOC105369203	-0.7924
FOXD4L4	-0.7936
MAGIX	-0.7954
PLPPR2	-0.7955
GOLGA5	-0.7961
TCTN3	-0.7975
LINC01134	-0.7979
PRELID1P1	-0.7982
PCDHGA8	-0.7995
RBCK1	-0.8008
SUGP1	-0.8016
OGDH	-0.8032
POLR2A	-0.8033
CHRFAM7A	-0.8035
AS3MT	-0.8054
UFD1	-0.8057
MTHFR	-0.8059
ZNF653	-0.8071
LCAT	-0.8073
EXOC3L4	-0.8085
TCF19	-0.8086
PEX11A	-0.8088
ASH2L	-0.8093
SLC2A1	-0.8099
SHF	-0.81
RPL37A	-0.8105
ZNF30	-0.8117
CRYZL1	-0.8122
ZNF891	-0.8132
BRSK2	-0.8136
AOX2P	-0.8141
STAC	-0.8143
IRAK1	-0.8152
ZNF507	-0.8159
TMEM150C	-0.8173
EMBP1	-0.8175
RTN2	-0.8184
LINC01736	-0.8193
EIF3M	-0.8198
POU2F1	-0.8201
ZNF132	-0.8203
PCGF1	-0.8208
ZNF385D-AS1	-0.8229
PSMB1	-0.8234
CTSA	-0.824
NACA	-0.825
SNTB2	-0.8251
EXOC2	-0.8252
TIGD3	-0.8262
ABHD3	-0.8267
C1orf109	-0.8273
ZNF780B	-0.8274
ATAT1	-0.8275
C5orf24	-0.8282
UBE2D2	-0.8282
FRMD8	-0.8285
SPCS1	-0.8287
PRKCA	-0.8288
DLG4	-0.8299
SLC12A8	-0.8303
MEGF10	-0.8304
PCDHB11	-0.8304
FLVCR1-DT	-0.8312
POLR2J	-0.8314
WIPI1	-0.8316
TMEM145	-0.8331
CLN3.1	-0.835
LOC729732	-0.8352
LNX2	-0.8355
MIR25	-0.8361
PSMC3	-0.8361
DDX28	-0.8362
KPNA2	-0.8373
MARS1	-0.8375
LOC101927752	-0.8379
PIGH	-0.8393
PTPMT1	-0.8396
SPOP	-0.8397
RRAGD	-0.8401
BOLA2-SMG1P6	-0.8401
PPP1R3F	-0.8401
PTPN7	-0.8411
MTA3	-0.8417
TOX	-0.8425
GAS6	-0.8433
GRK4	-0.8442
LTV1	-0.8454
RHOV	-0.8478
HCLS1	-0.8481
TNXB.2	-0.8485
VTA1	-0.8492
KLF15	-0.8494
APBB3	-0.8502
UQCR10	-0.8504
LYPD5	-0.8504
MPC2	-0.8508
EGF	-0.851
OAT	-0.8511
PIKFYVE	-0.8514
U2AF2	-0.8521
CHTF8	-0.8525
CASKIN2	-0.8536
SDAD1P1	-0.8547
WDFY1	-0.8548
PLGLA	-0.8548
GOLGA8H	-0.8549
LINC00237	-0.855
KPNB1	-0.8551
SH3BGR	-0.8554
GUSBP2	-0.8557
HMGN5	-0.856
ZNF836	-0.8566
EGFL8.4	-0.8586
CLEC12A-AS1	-0.8597
SAMD11	-0.8605
ELP1	-0.8615
LINC01169	-0.8616
C15orf40	-0.8619
ATP5ME	-0.8623
QRICH2	-0.8626
COA6-AS1	-0.8627
SLC22A17	-0.8629
RPS3AP38	-0.8635
GDF15	-0.8644
LOC728975	-0.8649
OFD1	-0.8654
PRELID1	-0.8659
ABHD2	-0.8662
CKAP4	-0.8664
SRRT	-0.8691
SH3PXD2B	-0.8692
SUSD5	-0.87
MT3	-0.8702
COQ8B	-0.8706
NIPSNAP2	-0.8707
CCT5	-0.8728
FBXL19-AS1	-0.8732
GLI1	-0.8732
LOC101928725	-0.8743
EIF2B4	-0.8744
CD320	-0.8746
TRAPPC12	-0.8752
NEDD1	-0.8756
ZC3H12B	-0.8756
ATP13A4	-0.8758
INHBE	-0.8764
LOC101928844	-0.8775
RFT1	-0.8782
GSTZ1	-0.879
CAMK2B	-0.8805
PPP1R1C	-0.8807
C2orf69	-0.8807
PCDH20	-0.8811
PKDCC	-0.8817
RN7SL145P	-0.8825
YBEY	-0.8829
ZFP1	-0.8841
DOCK6	-0.8848
HMGN1	-0.8848
SEPTIN6	-0.8857
FAM161B	-0.8871
KIF26A	-0.8873
ZNF99	-0.8877
LINC01088	-0.8889
ODC1	-0.8889
SHLD1	-0.8891
RNASE10	-0.8904
MED16.1	-0.8908
KBTBD3	-0.8915
DAZAP1	-0.8916
GABARAP	-0.8942
SCAT1	-0.8945
SELENOO	-0.8948
COP1	-0.8951
NDUFC1	-0.8959
NXNL2	-0.8961
OSER1-DT	-0.8968
SEPTIN7P2	-0.8976
PTCRA	-0.8977
TPI1	-0.8977
CCDC6	-0.8981
TLCD1	-0.8983
LOC101930085	-0.8986
LY6G5C	-0.8989
RCHY1	-0.899
TNFSF10	-0.9005
VN1R83P	-0.9012
PCDHGB8P	-0.9014
LINC00921	-0.9024
VGLL4	-0.9028
ZC3H10	-0.9044
DNAJC28	-0.9051
POLM	-0.9062
CCDC168	-0.9071
TCN1	-0.9072
GOLGA6L4	-0.9074
SMG1P6	-0.9081
CCDC115	-0.9086
ZNF558	-0.9089
FBXL19	-0.9091
TYROBP	-0.9091
CDC42EP1	-0.9103
GTF2IRD1	-0.9108
GREB1	-0.911
INTS9	-0.9121
MYG1	-0.9124
METTL14-DT	-0.9135
ARHGAP23.1	-0.9141
CACNB4	-0.9143
PRR19	-0.9147
DHCR7	-0.9157
CYHR1	-0.9168
BTD	-0.9173
PAN2	-0.9173
STMP1	-0.921
ARF3	-0.9219
FCRL6	-0.922
CYREN	-0.9236
TBC1D29P	-0.924
EIF3B	-0.9244
ELOVL1	-0.9261
ZNF582-AS1	-0.9262
GNAI1	-0.9266
APOC2	-0.927
DDX39B.4	-0.9296
RASSF9	-0.9299
SLC9C2	-0.93
ZDHHC7	-0.9301
LINC00909	-0.9311
LINC01856	-0.9314
LOC101927851	-0.9325
CIB3	-0.9332
TNFRSF25	-0.9334
LOC101930370	-0.9335
RPL6P10	-0.9337
CLMP	-0.9337
KTI12	-0.934
UQCRH	-0.9349
SMG6	-0.9353
TAMM41	-0.9354
PPT1	-0.9356
SLC30A6	-0.936
SLX1A-SULT1A3	-0.9376
LOC101927989	-0.9381
SPG21	-0.9395
COQ5	-0.9404
NAV2	-0.9425
SNORD89	-0.9434
AURKC	-0.944
TRG-AS1	-0.9449
NSMCE1-DT	-0.9452
ENO2	-0.9497
NDUFB4	-0.9502
ADGRF3	-0.9508
NCBP1	-0.9511
LINC00671	-0.9518
ORMDL2	-0.9518
BAZ2B.1	-0.9519
CBX3P2	-0.952
SGTA	-0.9524
MAPK13	-0.9526
ANKAR	-0.9533
FAM215A	-0.9536
NKG7	-0.9545
EARS2	-0.9563
SEH1L	-0.9581
FOXO4	-0.9585
LOC107985040	-0.9589
ZBTB7C	-0.959
LRRC37A3	-0.9598
PLBD1	-0.9602
DCAF13	-0.9619
IGFLR1	-0.9622
PGRMC1	-0.9631
DDOST	-0.9635
EIF3H	-0.9643
TRIM62	-0.9645
ANKRD19P	-0.9648
SMIM19	-0.965
ZNF627	-0.9658
LINC00115	-0.966
UBE3B	-0.9666
TMPOP2	-0.9668
PTPN9	-0.967
CHRM3	-0.9671
C12orf57	-0.9675
ZNF18	-0.9677
CKM	-0.9686
ZNF763	-0.9708
ZNF577	-0.9709
NDUFB2-AS1	-0.9718
ZNF491	-0.9719
MIS18A	-0.9725
FLJ33534	-0.9726
LRIT3	-0.9744
ZNF582	-0.9755
EID2	-0.9758
GABRB2	-0.9769
SLC27A3	-0.977
HMCN2	-0.9796
LILRB4.4	-0.9797
BTBD3	-0.9802
VCAN	-0.9802
STOML1	-0.9809
HOOK2	-0.9809
ADAM12	-0.9815
SLC35D2	-0.9827
SET	-0.9831
DNAJC18	-0.9837
DACT1	-0.9842
GDF9	-0.9854
MACROD2	-0.9855
ADGRD1	-0.9871
SIKE1	-0.9882
CDCA4	-0.9892
LOC100505774	-0.9894
GPR180	-0.9903
FILNC1	-0.9914
NIPAL2	-0.9918
CYP4F35P	-0.9923
PTP4A3	-0.9927
RPH3AL	-0.9934
FAM111A-DT	-0.9936
DPP4	-0.9941
ZNF232-AS1	-0.9942
ME3	-0.9949
FOXN3-AS1	-0.9951
NFIA	-0.9952
PSME2P2	-0.996
ATP10D	-0.9978
UBP1	-1
LOC101927143	-1.0001
AGPAT1.1	-1.0004
GRIP1	-1.0028
GNPTG	-1.0032
SLCO4A1	-1.0032
NCF2	-1.0038
SYCP2	-1.0042
NBR2	-1.0046
CRELD2	-1.0055
NRARP	-1.0064
THSD1	-1.0069
ODF2	-1.007
TRGC2	-1.0081
SNHG20	-1.0093
LINC01814	-1.0104
C4orf48	-1.0107
ALG14	-1.0108
CSTF2	-1.0118
AP5S1	-1.0124
RBKS	-1.0137
ZNF767P	-1.0147
MPHOSPH8	-1.0169
DDX49	-1.0176
MFSD14C	-1.0179
NME6	-1.018
FMO5	-1.0183
ATOX1	-1.0185
RAP1GAP	-1.0195
PABPN1	-1.0209
TMED10	-1.0212
TMEM258	-1.0223
LGALS9	-1.0223
POLA1	-1.0227
LINC01748	-1.0233
AIF1.1	-1.024
WDFY3-AS2	-1.0244
LOC101926964	-1.0245
PIWIL3	-1.0255
GPANK1.2	-1.0261
VAC14	-1.0268
RXYLT1	-1.0274
TCAP	-1.0274
MDC1	-1.0291
NBPF6	-1.0297
ECEL1	-1.0298
WASHC3	-1.0299
PHB	-1.0301
LOC153684	-1.0306
ARSG	-1.0316
STAMBPL1	-1.0324
LIG3	-1.0325
GOLGA6A	-1.0326
LEO1	-1.0327
CDC40	-1.0332
ALKBH6	-1.0334
LURAP1	-1.0339
RPS4XP16	-1.0346
BRK1	-1.0365
RPSAP18	-1.0381
ARSD	-1.0392
SMIM26	-1.04
DYNC2I1	-1.0407
AACS	-1.0411
LEF1	-1.0426
ZMAT3	-1.0437
GLIPR2	-1.0438
ARFGEF3	-1.045
LOC106660606	-1.0462
SIAE	-1.0472
PDXDC1.1	-1.0479
MCRIP1	-1.048
RHOF	-1.0482
PFDN4	-1.0484
LOC102725191	-1.0489
SIRT4	-1.0493
TBC1D16	-1.0495
TMEM132B	-1.0496
NOP10	-1.0502
POFUT1	-1.0504
RAB5IF	-1.0509
PMEL	-1.0511
WDR70	-1.0513
C4B	-1.0538
ARL2BP	-1.0545
LURAP1L	-1.0547
LINC02257	-1.0556
C19orf73	-1.0557
PSENEN	-1.056
ADRA2A	-1.0562
GRAMD1C	-1.0568
RHBDD3	-1.0582
PSMC3IP	-1.0583
SELENOP	-1.0585
ELAC1	-1.059
HNRNPA1L2	-1.0608
THBS3	-1.0609
WDR59	-1.0619
MFAP5	-1.0623
ZNF599	-1.0635
ZFP3	-1.066
ARHGEF2-AS2	-1.0667
PSMB6	-1.0672
NDUFA2	-1.068
ZNF286B	-1.068
GTF2H2.1	-1.0687
BHMT2	-1.069
SSU72	-1.0695
UBA5	-1.0696
ZNF555	-1.0697
NEK3	-1.07
TUBE1	-1.0726
C1R	-1.0728
LINC02709	-1.0733
LOC101927572	-1.074
TF	-1.0744
ATAT1.1	-1.0747
CHRFAM7A.1	-1.0748
LOC100131785	-1.0751
SRP14-AS1	-1.0759
LOC400684	-1.0766
PPIA	-1.0767
PTP4A3.1	-1.0774
BVES-AS1	-1.0791
RBM6	-1.0803
GPATCH11	-1.0811
FAM160B2	-1.0819
NDST1	-1.0829
TBX2-AS1	-1.083
CICP27	-1.0834
RNF41	-1.0849
TRGV4	-1.085
PLEKHA7	-1.0851
RAD51B	-1.0867
PRDM6	-1.0869
PDIA6	-1.0879
ZEB2-AS1	-1.0883
GUSBP3	-1.0893
GTF2E1	-1.0895
GALNT3	-1.0901
FBXO45	-1.0907
DQX1	-1.0913
SYDE1	-1.0915
LINC01176	-1.0915
PLOD3	-1.0916
ECHS1	-1.0918
AKR1E2	-1.0941
DYNC1I1	-1.097
PIP4P1	-1.0972
KLHL42	-1.0987
ZFP2	-1.0987
LOC105369147	-1.0996
LINC02021	-1.0996
BOK	-1.0998
GBA2	-1.1
MYO7A	-1.1008
PRELID3A	-1.1017
CPNE5	-1.1022
UBE2E3	-1.1032
LMNB2	-1.1035
DENND11	-1.1047
NF2	-1.1047
CDHR1	-1.1064
GPN3	-1.1079
DHX33	-1.108
ACBD5	-1.1085
SNORD104	-1.1091
TEX30	-1.1096
RHPN1-AS1	-1.1107
ZDHHC14	-1.1111
BTNL9	-1.1127
SNX12	-1.1129
LOC339260	-1.1129
EEF1A1P19	-1.1138
SNCA	-1.1188
PEX5L	-1.1189
TMC4	-1.1193
MRPL27	-1.1194
PFN2	-1.1219
NDUFA7	-1.1245
FOXD4L5	-1.125
KATNBL1	-1.1256
MORN2	-1.1259
ATG10	-1.1268
RPLP2	-1.1271
NME7	-1.1271
IPO8	-1.1273
RGS5.1	-1.1274
RPP30	-1.1275
ESAM	-1.1284
RWDD1	-1.129
KLF12	-1.1294
PLEKHA8	-1.1298
HOGA1	-1.1322
WBP1	-1.1329
FERMT3	-1.1334
CSRP1	-1.1338
CPT1B	-1.1344
TBX4	-1.1349
LYNX1	-1.1353
CDC37L1-DT	-1.1362
SEMA6C	-1.1363
MSH5	-1.1376
PLXNB3	-1.1377
MPP7	-1.139
LINC01446	-1.1393
KLHL7	-1.1393
ZW10	-1.1415
LINC01184	-1.1419
TM4SF19-AS1	-1.1423
LRFN3	-1.1429
EP400P1	-1.1449
RNPS1	-1.1456
TMX3	-1.1478
FXYD5	-1.1481
GCHFR	-1.1485
VSIG4	-1.149
KCNMA1	-1.1492
SNX27	-1.1495
GTPBP8	-1.15
LINC00467	-1.1506
LINC00968	-1.151
DUBR	-1.151
RBM34	-1.1512
LOC101926977	-1.1514
ABCA11P	-1.1515
ERVMER34-1	-1.1518
CCNYL2	-1.1521
SH3BP1	-1.1522
GALC	-1.1545
TINAGL1	-1.1557
TATDN3	-1.1558
KIF17	-1.1566
ANTXR1	-1.1569
ENTPD3-AS1	-1.1588
ARFRP1	-1.1594
FAM98B	-1.1594
RPS27	-1.1596
STXBP6	-1.1598
OBSCN-AS1	-1.1617
BCL2L2-PABPN1	-1.164
GABRE	-1.1669
ARHGDIG	-1.1671
WSCD1	-1.1673
RRP7BP	-1.1686
FAM223B	-1.171
GPR146	-1.1724
DNAJC30	-1.1725
TMPRSS2	-1.1736
ICE2	-1.1738
RBFADN	-1.1749
COQ9	-1.175
NCOR1	-1.1771
AIG1	-1.1771
FAT1	-1.1778
UPK3A	-1.1784
ZEB1-AS1	-1.1795
MIR4292	-1.1804
TMEM92	-1.1806
SMIM4	-1.1809
VCL	-1.1815
SLC25A36	-1.1827
PUS7	-1.1833
NDUFAF8	-1.1844
HOTAIRM1	-1.1847
ZRANB2	-1.1857
HOXA11	-1.1877
CTSF	-1.1879
KIF14	-1.1884
CLBA1	-1.1886
ATG3	-1.1898
PRPF31	-1.1902
DNM1P46	-1.1914
VPS13A	-1.1944
CRADD	-1.196
TAF1C	-1.1961
SPRYD7	-1.1965
NDUFB6	-1.1972
ADGRB2	-1.198
ZBED4	-1.1992
RPL13P8	-1.2019
IL16	-1.2025
LINC00271	-1.2053
NPM1	-1.2062
PFN4	-1.2073
SLIRP	-1.2078
YBX2	-1.2078
KIAA0825	-1.2091
LINC00839	-1.2092
SPAG16	-1.2094
AIF1	-1.2125
SLC39A4	-1.2128
NLRP3	-1.2143
GTF2H2	-1.2146
RPL36AL	-1.215
IFT22	-1.2153
DTX3	-1.2154
RFX8	-1.2156
OLIG1	-1.2163
BZW2	-1.2167
MGST3	-1.2169
TTC9	-1.2171
CCT3	-1.2179
ZWILCH	-1.2186
TIAL1	-1.2196
PEX5	-1.2215
MCIDAS	-1.2215
KLHDC1	-1.2238
NPIPA1.1	-1.2241
MCAM	-1.2256
FOLH1	-1.2257
SLC5A6	-1.2259
CRACDL	-1.2261
RPS12	-1.2263
CHP2	-1.2263
SRXN1	-1.2271
FANCB	-1.2294
ZBTB4	-1.2296
NTAN1P2	-1.2299
HMGN4	-1.2307
USP43	-1.2308
PNMA1	-1.2309
LTC4S	-1.231
FICD	-1.2328
COA1	-1.2335
STC2	-1.2337
NDUFA12	-1.2363
IMPG2	-1.2363
FBXL17	-1.2364
GOLM2	-1.2366
HOXB7	-1.2379
TMEM249	-1.2383
HAT1	-1.2396
KLHL6	-1.2404
AR	-1.2415
ARHGAP11B	-1.2416
FBXW9	-1.242
CAMKMT	-1.2422
LOC100419928	-1.2435
TOB1-AS1	-1.2441
CUTALP	-1.2444
PPP1R16A	-1.2452
ZNF404	-1.2457
KCNQ1	-1.2474
POGLUT2	-1.2497
LINC00327	-1.2498
NCOA5	-1.2498
TMEM268	-1.25
LINC02593	-1.2502
MOB3A	-1.2503
PIK3R4	-1.2511
PSMD10	-1.2513
ZNF623	-1.2514
CDC42EP3	-1.2524
EGLN2	-1.2525
PYROXD2	-1.2527
TUSC2	-1.2539
LGALS3BP	-1.2541
ESRRG	-1.2541
ELOVL2	-1.2547
INTS6-AS1	-1.2553
LINC00672	-1.2557
SVIP	-1.2563
EIF2AK3-DT	-1.2568
PSMC2	-1.2569
FITM1	-1.2588
SETD3	-1.2609
PRORP	-1.2613
NUP62	-1.2615
PEX11G	-1.2615
LMO1	-1.2622
CLUL1	-1.2625
DNAJC14	-1.2625
WDR83OS	-1.2635
KCNAB1	-1.2644
ZNF623.1	-1.2651
TRIM41	-1.2656
C2CD5	-1.2659
SYNE3	-1.2668
IPO7	-1.267
TNS2	-1.2677
SDHC	-1.2686
SLC16A6	-1.2706
RPS20	-1.2716
C11orf54	-1.2725
TMC5	-1.2731
LRRC8C-DT	-1.2736
LOC644656	-1.274
ZNF251	-1.2743
NUP160	-1.2746
EBNA1BP2	-1.2746
FAM117A	-1.2747
ACAD11	-1.2748
OAZ1	-1.2748
RECQL	-1.2748
EXOSC10-AS1	-1.2779
PPP2R2B	-1.2784
FAM185A	-1.2787
ZNF497	-1.2788
ZFP41	-1.2796
GAS6-DT	-1.28
WDR61	-1.2804
H3-3A	-1.2804
ATE1-AS1	-1.2807
CRISPLD1	-1.2823
SIGLEC7	-1.2823
RSPH3	-1.2827
ADA2	-1.2839
FGD2	-1.2861
ORAI2	-1.2868
PDCD11	-1.2889
IRF6	-1.2893
RPS3P5	-1.2896
ANKH	-1.2896
TVP23C-CDRT4	-1.29
PNKP	-1.2926
CHKB-DT	-1.2933
DNAAF2	-1.2935
AARD	-1.2953
ISY1-RAB43	-1.2955
PHTF2	-1.2961
TMEM209	-1.2962
ALKBH3	-1.2962
CEP89	-1.2969
KIF5C	-1.297
SCFD2	-1.2983
GRB10	-1.2988
UBXN11	-1.299
MTND1P23	-1.2999
WDR5B-DT	-1.3014
DCAF4L1	-1.3019
CCDC92	-1.3027
ZNF574	-1.3033
OXNAD1	-1.3039
CXCR3	-1.3039
CMSS1	-1.3041
LINC02547	-1.3053
UNC5CL	-1.3054
NEDD8	-1.3062
ATRN	-1.3062
KIF16B	-1.3065
RAX	-1.3075
AARSD1	-1.3081
CSF1R	-1.3081
RPS17	-1.3095
GOLIM4	-1.3097
PITPNM2	-1.3102
CTDNEP1	-1.3116
FAM83B	-1.3121
ORC4	-1.3129
ATF7-NPFF	-1.3133
GGT1	-1.3145
DDX24	-1.3147
TOMM20	-1.315
DNAJC27-AS1	-1.3153
ARL10	-1.3157
MIR548XHG	-1.3168
ECHDC1	-1.3169
ARHGEF5	-1.3185
KCTD21	-1.3188
FOXD4L1	-1.3189
CYBRD1	-1.319
VRK1	-1.3192
NMNAT1	-1.3197
FCHSD1	-1.3204
CENPE	-1.3205
DZIP1	-1.3207
NDUFB5	-1.3208
HGSNAT	-1.3222
TNNI3K	-1.3224
GABBR2	-1.3226
CHD5	-1.324
GFPT1	-1.325
CTSK	-1.3252
PSMD6-AS2	-1.3255
NEMP2	-1.3259
REEP5	-1.3264
ATF6B.2	-1.3275
KCNJ11	-1.3281
CCDC170	-1.3289
OR2A20P	-1.3298
TREML1	-1.33
C1QTNF2	-1.3304
PHF23	-1.3307
ZNF596	-1.331
EML5	-1.331
RBM4B	-1.3323
FHL1	-1.3334
UBALD1	-1.3337
LOC728178	-1.3363
ZNF48	-1.3367
TLCD2	-1.3388
EEF1A2	-1.3394
CPEB1	-1.3402
SPATA32	-1.3407
PCNX4	-1.3409
CIB2	-1.3411
MIDN	-1.3413
RBBP8	-1.3417
C6orf163	-1.3427
TLCD5	-1.3447
PKD1P2	-1.3449
CELF5	-1.3454
TFPT.1	-1.3454
JPT1	-1.346
TMEM245	-1.3478
SPACA9	-1.3496
TP73-AS1	-1.3505
SLC2A4	-1.3508
LGALS4	-1.3513
KTN1-AS1	-1.3517
SERBP1	-1.352
CAPRIN1	-1.352
RABAC1	-1.3524
ZNF337-AS1	-1.3531
C1orf131	-1.3533
RFESD	-1.3535
BORCS8	-1.3538
SOX4	-1.3541
RPLP1	-1.3542
NEIL2	-1.3573
MTA2	-1.358
SSR1	-1.3592
MGC27382	-1.3595
APC2	-1.3596
LNCTAM34A	-1.3599
UBAC2-AS1	-1.36
RN7SL470P	-1.3603
VSTM4	-1.3604
MFAP3L	-1.3616
DNAI4	-1.3623
BAIAP2L2	-1.3631
LOC105378083	-1.3661
POLD4	-1.3664
THSD4	-1.3666
HPS1	-1.3687
THBD	-1.3696
MTX3	-1.3711
TRAPPC6A	-1.3715
CLN8.1	-1.3716
HMGA2-AS1	-1.3738
UTF1	-1.3741
LNP1	-1.3756
MAP1B	-1.3766
ADAMTSL2	-1.3772
SDSL	-1.3786
IZUMO4	-1.3813
FHOD3	-1.3814
CNFN	-1.3816
PEX3	-1.3833
PLAAT4	-1.3835
ILRUN-AS1	-1.3842
C6orf223	-1.3842
CYP2E1	-1.385
SLC45A1	-1.3858
ZNF593	-1.386
SYCP2L	-1.387
MGAT1	-1.3872
SLC25A38	-1.3902
KIAA0895L	-1.3902
THUMPD3	-1.3905
SOX13	-1.3906
FSTL1	-1.391
GGPS1	-1.3913
CROCCP3	-1.3919
GSTCD	-1.3926
ZNF726	-1.3928
ALOX5	-1.3932
WNK2	-1.3937
CCDC88B	-1.3951
PRSS23	-1.3956
SIGLEC17P	-1.3962
MEPCE	-1.3967
XKR8	-1.3978
NKD1	-1.3981
FBXO24	-1.3985
ANKRD6	-1.3985
FOXD4L6	-1.3991
PAXIP1	-1.4013
OPN3	-1.4024
LINC01003	-1.4029
PCDHB6	-1.403
SPICE1	-1.4038
CTCF	-1.4053
C19orf53	-1.4056
MPP6	-1.4057
C7orf25	-1.4061
SLA2	-1.4068
SLC25A43	-1.4075
TGIF1	-1.4079
GRAP	-1.4079
FAM21FP	-1.408
CNP	-1.408
SPON1	-1.4082
IL12A-AS1	-1.4083
LINC00649	-1.4091
KRTCAP3	-1.4097
IDNK	-1.4099
SNHG16	-1.41
LRRC24	-1.4104
CORO2B	-1.4107
RN7SL381P	-1.4111
ANPEP	-1.4119
LINC01229	-1.4128
RPS2P32	-1.4148
DNLZ	-1.4157
TMEM161B-AS1	-1.4161
CTAGE15	-1.4162
PDZD11	-1.4164
CTNNBL1	-1.4183
MISP3	-1.4187
RPS18.1	-1.4189
BORCS5	-1.4192
CHST6	-1.4198
PABPC4L	-1.4199
CERCAM	-1.4199
KIAA0586	-1.4208
GET3	-1.4215
CCDC18	-1.4227
SRPK2	-1.4234
SLC12A4	-1.4235
CHRAC1	-1.4241
ARL17A.2	-1.426
WDR31	-1.4263
VWDE	-1.427
HSP90B1	-1.4274
GON7	-1.4296
STXBP1	-1.4299
GEMIN5	-1.4299
CDHR3	-1.4304
LOC102724770	-1.4308
SULT1A4	-1.4309
LOC107985433	-1.4311
NFU1	-1.4336
SLC20A2	-1.4347
EGFL8.1	-1.4349
MTND6P4	-1.4349
CNIH3	-1.4352
ZNF311	-1.4355
MIR4737	-1.436
NME1	-1.4368
RNF14	-1.4381
ALOX12-AS1	-1.4382
TRAF5	-1.4388
PPIH	-1.4394
SRSF2	-1.4398
NPL	-1.4403
EPHA1-AS1	-1.4404
LOC101927468	-1.4408
EEF1E1	-1.4409
KIF2A	-1.4414
ZBTB12	-1.4421
NFIC	-1.4425
TBC1D4	-1.443
TRAM2-AS1	-1.4437
OTUB2.1	-1.4439
NDUFV3	-1.4442
BBS9	-1.4467
SEPTIN7	-1.4469
LCMT2	-1.4479
MIOX	-1.4486
ZNF787	-1.4519
PLEKHH1	-1.4523
LILRB4.3	-1.4526
TMBIM4	-1.4526
CACNA1E	-1.454
CYP4F3	-1.4559
GOLGA6L17P	-1.4565
AKT2	-1.4566
ITGB4	-1.4592
LSM5	-1.4598
BTN3A1	-1.4598
ARL6	-1.4609
EXOSC3	-1.461
CEP164	-1.4616
PSMC2P1	-1.4624
LINC00652	-1.463
FAM214B	-1.464
SNRPD3	-1.4651
ARMC10	-1.4665
RN7SL316P	-1.4684
LINC00852	-1.4686
TOP3A	-1.4687
ZHX3	-1.4689
LOC100507291	-1.4698
CFAP47	-1.4702
CPED1	-1.4714
SEC1P	-1.4716
DYNC2H1	-1.4729
SMARCAD1	-1.473
IQCG	-1.4741
LOC105369748	-1.4742
WDR13	-1.4749
RNF103-CHMP3	-1.475
RASA3	-1.4753
SVBP	-1.4776
CHMP4C	-1.4787
LRPAP1	-1.4788
NEURL2	-1.4799
ANKRD20A8P	-1.4809
RTEL1-TNFRSF6B	-1.4825
TMEM191B	-1.4839
QTRT2	-1.4841
ZNF565	-1.4843
POLI	-1.4845
CENPH	-1.4897
VAV1	-1.4899
LOC101929719	-1.4908
WDR93	-1.4915
MLXIP	-1.4916
TRIM34	-1.4919
ZNF184	-1.4919
MIEF1	-1.4921
SLC36A1	-1.4923
CDKN2C	-1.4928
ZSCAN31	-1.4931
VDAC1	-1.4953
LINC02076	-1.4964
BRMS1	-1.4973
MERTK	-1.4989
LOC101927815	-1.4996
TMEM231	-1.4998
PROSER1	-1.4998
EIF4A1P10	-1.5003
RGS8	-1.5007
NUP93	-1.5033
C1orf43	-1.504
FECH	-1.5064
MTFR1L	-1.5066
C17orf75	-1.5067
SUSD1	-1.5085
HOXA5	-1.5088
IRGM	-1.5106
THAP10	-1.512
HNRNPAB	-1.5121
PSMG3	-1.5122
CYB5R3	-1.5125
OSCAR.1	-1.5125
NAT9	-1.5138
