"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:1904261","positive regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",5,2,3,0.521409303041864,0.225545939336206
"GO:2001197","basement membrane assembly involved in embryonic body morphogenesis","BP",5,2,3,0.521409303041864,0.225545939336206
"GO:0046834","lipid phosphorylation","BP",8,1,5,0.956647353694726,0.0989998493661784
"GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","BP",9,3,5,0.600692842698899,0.16131583756823
"GO:0099152","regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0099638","endosome to plasma membrane protein transport","BP",14,5,6,0.495726151567024,0.340778847063482
"GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane","BP",9,3,5,0.600692842698899,0.16131583756823
"GO:1905749","regulation of endosome to plasma membrane protein transport","BP",5,1,3,0.859320975224648,0.225545939336206
"GO:0010795","regulation of ubiquinone biosynthetic process","BP",2,1,0,0.543616888722218,1
"GO:0070262","peptidyl-serine dephosphorylation","BP",14,6,3,0.284726300293148,0.90861428031841
"GO:0090038","negative regulation of protein kinase C signaling","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0019236","response to pheromone","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0031946","regulation of glucocorticoid biosynthetic process","BP",7,4,1,0.159845866313446,0.947626828116443
"GO:0034650","cortisol metabolic process","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:0034651","cortisol biosynthetic process","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:1902645","tertiary alcohol biosynthetic process","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:2000064","regulation of cortisol biosynthetic process","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:0002357","defense response to tumor cell","BP",9,3,1,0.600692842698899,0.977456769906058
"GO:0071447","cellular response to hydroperoxide","BP",6,3,2,0.302127283260108,0.669163132325233
"GO:1904092","regulation of autophagic cell death","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:1904094","positive regulation of autophagic cell death","BP",1,1,0,0.324428864982473,1
"GO:2000310","regulation of NMDA receptor activity","BP",12,5,5,0.343150489536964,0.398526735138139
"GO:0031033","myosin filament organization","BP",6,1,3,0.90497510768303,0.340365219639168
"GO:0031038","myosin II filament organization","BP",2,0,2,1,0.118163412444265
"GO:0043519","regulation of myosin II filament organization","BP",1,0,1,1,0.343768886739998
"GO:0000054","ribosomal subunit export from nucleus","BP",14,7,5,0.132766738648323,0.5577956884916
"GO:0000056","ribosomal small subunit export from nucleus","BP",8,6,1,0.0170456155644945,0.965638715272479
"GO:0033750","ribosome localization","BP",14,7,5,0.132766738648323,0.5577956884916
"GO:0006422","aspartyl-tRNA aminoacylation","BP",2,0,2,1,0.118163412444265
"GO:0072737","response to diamide","BP",2,0,2,1,0.118163412444265
"GO:0072738","cellular response to diamide","BP",2,0,2,1,0.118163412444265
"GO:1903935","response to sodium arsenite","BP",5,0,2,1,0.559563828096545
"GO:1903936","cellular response to sodium arsenite","BP",5,0,2,1,0.559563828096545
"GO:0035871","protein K11-linked deubiquitination","BP",9,4,3,0.327930945222495,0.648116307395431
"GO:0071947","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","BP",6,3,1,0.302127283260108,0.920175795894394
"GO:0060979","vasculogenesis involved in coronary vascular morphogenesis","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0003171","atrioventricular valve development","BP",22,10,8,0.141354691862266,0.501716592617815
"GO:0003174","mitral valve development","BP",12,6,4,0.160286735282871,0.6363642485289
"GO:0003175","tricuspid valve development","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0003181","atrioventricular valve morphogenesis","BP",21,10,7,0.107050305107211,0.620699194378467
"GO:0003183","mitral valve morphogenesis","BP",12,6,4,0.160286735282871,0.6363642485289
"GO:0003186","tricuspid valve morphogenesis","BP",4,3,1,0.103328111390276,0.81458504719227
"GO:0003188","heart valve formation","BP",10,2,6,0.885176083734816,0.0876942662613955
"GO:0003190","atrioventricular valve formation","BP",5,2,2,0.521409303041864,0.559563828096545
"GO:0003192","mitral valve formation","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0003195","tricuspid valve formation","BP",1,1,0,0.324428864982473,1
"GO:0003209","cardiac atrium morphogenesis","BP",21,13,4,0.0052268464071383,0.962544015953475
"GO:0003230","cardiac atrium development","BP",28,16,6,0.00605030634869597,0.954798600868295
"GO:0003283","atrial septum development","BP",17,10,3,0.0224442640161526,0.963413128094649
"GO:0010724","regulation of definitive erythrocyte differentiation","BP",1,1,0,0.324428864982473,1
"GO:0032713","negative regulation of interleukin-4 production","BP",6,4,0,0.0915380540612001,1
"GO:0055008","cardiac muscle tissue morphogenesis","BP",38,13,16,0.468193920214864,0.2009074150873
"GO:0060318","definitive erythrocyte differentiation","BP",3,3,0,0.0341345716941778,1
"GO:0060374","mast cell differentiation","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0060375","regulation of mast cell differentiation","BP",1,1,0,0.324428864982473,1
"GO:0060377","negative regulation of mast cell differentiation","BP",1,1,0,0.324428864982473,1
"GO:0060413","atrial septum morphogenesis","BP",11,7,2,0.0333004918631145,0.934338714394367
"GO:0050746","regulation of lipoprotein metabolic process","BP",12,4,3,0.581169108894307,0.83810661305854
"GO:0050748","negative regulation of lipoprotein metabolic process","BP",2,0,1,1,0.56937436103573
"GO:1903059","regulation of protein lipidation","BP",10,4,2,0.41642145619552,0.907671861218324
"GO:1903060","negative regulation of protein lipidation","BP",1,0,0,1,1
"GO:0061172","regulation of establishment of bipolar cell polarity","BP",1,1,0,0.324428864982473,1
"GO:0061709","reticulophagy","BP",18,7,6,0.360222598749826,0.624093564319258
"GO:0042636","negative regulation of hair cycle","BP",1,1,0,0.324428864982473,1
"GO:0090280","positive regulation of calcium ion import","BP",10,2,4,0.885176083734816,0.469225150310988
"GO:0010643","cell communication by chemical coupling","BP",1,0,0,1,1
"GO:1902685","positive regulation of receptor localization to synapse","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0007181","transforming growth factor beta receptor complex assembly","BP",2,2,0,0.105240841242728,1
"GO:0060392","negative regulation of SMAD protein signal transduction","BP",10,6,1,0.0677460332713338,0.98521064864914
"GO:0009224","CMP biosynthetic process","BP",4,2,1,0.39157864928938,0.81458504719227
"GO:0046035","CMP metabolic process","BP",8,5,1,0.0790764937178851,0.965638715272479
"GO:0002016","regulation of blood volume by renin-angiotensin","BP",3,0,3,1,0.040611530655107
"GO:0002019","regulation of renal output by angiotensin","BP",2,0,2,1,0.118163412444265
"GO:0010814","substance P catabolic process","BP",2,0,2,1,0.118163412444265
"GO:0010829","negative regulation of glucose transmembrane transport","BP",16,8,2,0.110689811477392,0.988931886052137
"GO:0038083","peptidyl-tyrosine autophosphorylation","BP",13,4,6,0.652635796480064,0.267706033445812
"GO:0046325","negative regulation of glucose import","BP",11,5,2,0.266957258597758,0.934338714394367
"GO:0060177","regulation of angiotensin metabolic process","BP",2,0,1,1,0.56937436103573
"GO:0060978","angiogenesis involved in coronary vascular morphogenesis","BP",5,0,3,1,0.225545939336206
"GO:0071389","cellular response to mineralocorticoid stimulus","BP",9,2,5,0.844074125799351,0.16131583756823
"GO:0071838","cell proliferation in bone marrow","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:0090281","negative regulation of calcium ion import","BP",6,2,3,0.631050312932741,0.340365219639168
"GO:1900084","regulation of peptidyl-tyrosine autophosphorylation","BP",4,1,3,0.791738640788091,0.120577679452753
"GO:1900086","positive regulation of peptidyl-tyrosine autophosphorylation","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:1903596","regulation of gap junction assembly","BP",6,1,5,0.90497510768303,0.0205349297790537
"GO:1903597","negative regulation of gap junction assembly","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:1904045","cellular response to aldosterone","BP",6,0,4,1,0.110726659033245
"GO:2000170","positive regulation of peptidyl-cysteine S-nitrosylation","BP",3,0,1,1,0.717427953542304
"GO:0034342","response to type III interferon","BP",7,1,3,0.935815109010569,0.453396956733059
"GO:0038196","type III interferon-mediated signaling pathway","BP",6,1,2,0.90497510768303,0.669163132325233
"GO:0071358","cellular response to type III interferon","BP",6,1,2,0.90497510768303,0.669163132325233
"GO:0090063","positive regulation of microtubule nucleation","BP",8,4,2,0.240615238909006,0.821543618024194
"GO:1904396","regulation of neuromuscular junction development","BP",6,3,1,0.302127283260108,0.920175795894394
"GO:1904398","positive regulation of neuromuscular junction development","BP",2,1,0,0.543616888722218,1
"GO:1990535","neuron projection maintenance","BP",11,6,2,0.109080682961197,0.934338714394367
"GO:0016182","synaptic vesicle budding from endosome","BP",2,0,1,1,0.56937436103573
"GO:0036466","synaptic vesicle recycling via endosome","BP",5,1,3,0.859320975224648,0.225545939336206
"GO:0043321","regulation of natural killer cell degranulation","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0043323","positive regulation of natural killer cell degranulation","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0006290","pyrimidine dimer repair","BP",8,3,1,0.509772210206764,0.965638715272479
"GO:0009753","response to jasmonic acid","BP",3,0,0,1,1
"GO:0071395","cellular response to jasmonic acid stimulus","BP",3,0,0,1,1
"GO:0071798","response to prostaglandin D","BP",4,1,0,0.791738640788091,1
"GO:0071799","cellular response to prostaglandin D stimulus","BP",4,1,0,0.791738640788091,1
"GO:0044793","negative regulation by host of viral process","BP",13,7,3,0.0910870235932931,0.877819379106357
"GO:0044828","negative regulation by host of viral genome replication","BP",10,4,3,0.41642145619552,0.724783946145907
"GO:0007343","egg activation","BP",6,1,2,0.90497510768303,0.669163132325233
"GO:0035039","male pronucleus assembly","BP",1,0,1,1,0.343768886739998
"GO:0001955","blood vessel maturation","BP",6,3,3,0.302127283260108,0.340365219639168
"GO:0006983","ER overload response","BP",11,7,1,0.0333004918631145,0.990297842074617
"GO:0036119","response to platelet-derived growth factor","BP",19,5,8,0.789437018186693,0.313351674999663
"GO:1903026","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:2000016","negative regulation of determination of dorsal identity","BP",1,1,0,0.324428864982473,1
"GO:1903608","protein localization to cytoplasmic stress granule","BP",8,2,4,0.789989396221472,0.280312624328446
"GO:0010501","RNA secondary structure unwinding","BP",9,3,5,0.600692842698899,0.16131583756823
"GO:0032056","positive regulation of translation in response to stress","BP",7,1,1,0.935815109010569,0.947626828116443
"GO:0036493","positive regulation of translation in response to endoplasmic reticulum stress","BP",5,0,1,1,0.878340351966201
"GO:0042256","cytosolic ribosome assembly","BP",5,2,2,0.521409303041864,0.559563828096545
"GO:0071651","positive regulation of chemokine (C-C motif) ligand 5 production","BP",3,0,0,1,1
"GO:1900044","regulation of protein K63-linked ubiquitination","BP",13,3,5,0.846051428118258,0.480289673695844
"GO:1902523","positive regulation of protein K63-linked ubiquitination","BP",8,1,3,0.956647353694726,0.557247556175828
"GO:0019072","viral genome packaging","BP",2,0,2,1,0.118163412444265
"GO:0019074","viral RNA genome packaging","BP",2,0,2,1,0.118163412444265
"GO:0007214","gamma-aminobutyric acid signaling pathway","BP",19,9,4,0.127242176273992,0.934200713355961
"GO:0000390","spliceosomal complex disassembly","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0032988","protein-RNA complex disassembly","BP",8,2,2,0.789989396221472,0.821543618024194
"GO:0010911","regulation of isomerase activity","BP",8,0,5,1,0.0989998493661784
"GO:0010912","positive regulation of isomerase activity","BP",8,0,5,1,0.0989998493661784
"GO:0039695","DNA-templated viral transcription","BP",1,0,1,1,0.343768886739998
"GO:0044806","G-quadruplex DNA unwinding","BP",7,2,4,0.719935099717795,0.189656236847312
"GO:0050434","positive regulation of viral transcription","BP",3,0,1,1,0.717427953542304
"GO:1904971","regulation of viral translation","BP",3,0,3,1,0.040611530655107
"GO:1904973","positive regulation of viral translation","BP",3,0,3,1,0.040611530655107
"GO:1905696","regulation of polysome binding","BP",2,0,1,1,0.56937436103573
"GO:1905698","positive regulation of polysome binding","BP",1,0,1,1,0.343768886739998
"GO:2000371","regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",5,0,4,1,0.0505988395304509
"GO:2000373","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",5,0,4,1,0.0505988395304509
"GO:0097065","anterior head development","BP",3,1,0,0.691698642913413,1
"GO:0032069","regulation of nuclease activity","BP",20,5,9,0.828265101114475,0.219283621296105
"GO:0032070","regulation of deoxyribonuclease activity","BP",9,2,5,0.844074125799351,0.16131583756823
"GO:0032071","regulation of endodeoxyribonuclease activity","BP",7,2,3,0.719935099717795,0.453396956733059
"GO:0032075","positive regulation of nuclease activity","BP",7,2,4,0.719935099717795,0.189656236847312
"GO:0032077","positive regulation of deoxyribonuclease activity","BP",5,0,4,1,0.0505988395304509
"GO:0032079","positive regulation of endodeoxyribonuclease activity","BP",4,0,3,1,0.120577679452753
"GO:0045876","positive regulation of sister chromatid cohesion","BP",9,4,4,0.327930945222495,0.375510053736619
"GO:0072718","response to cisplatin","BP",4,1,3,0.791738640788091,0.120577679452753
"GO:0072719","cellular response to cisplatin","BP",3,0,3,1,0.040611530655107
"GO:1904975","response to bleomycin","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:1904976","cellular response to bleomycin","BP",2,0,2,1,0.118163412444265
"GO:0021859","pyramidal neuron differentiation","BP",11,3,6,0.746355065913352,0.138297966036038
"GO:0021860","pyramidal neuron development","BP",9,3,4,0.600692842698899,0.375510053736619
"GO:0021884","forebrain neuron development","BP",17,6,7,0.490715963748094,0.360298456178957
"GO:0009235","cobalamin metabolic process","BP",9,3,2,0.600692842698899,0.871094278203841
"GO:1905786","positive regulation of anaphase-promoting complex-dependent catabolic process","BP",3,0,1,1,0.717427953542304
"GO:0033594","response to hydroxyisoflavone","BP",2,0,1,1,0.56937436103573
"GO:0033595","response to genistein","BP",1,0,0,1,1
"GO:0071412","cellular response to genistein","BP",1,0,0,1,1
"GO:0071413","cellular response to hydroxyisoflavone","BP",1,0,0,1,1
"GO:0080184","response to phenylpropanoid","BP",3,0,1,1,0.717427953542304
